mall_name,event_title,event_id,duration,detail_url,thumbnail_url,benefit_summary,target,detail_images
HMP,한미OTC_이달의품목이벤트,,,https://www.hmpmall.co.kr/bpco/otcHanmiThisMonth.do?skip=&max=15&evtDivCode=2560001&eventId=otcThisMonth&menuId=&subMenuId=&pageDtlNum=undefined,https://www.hmpmall.co.kr/statics/imgs/bpco/img_6782.jpg,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\한미OTC_이달의품목이벤트_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\한미OTC_이달의품목이벤트_4030_2.png
HMP,[의약외품]26년 6월 월간이벤트 대성메디 대표,4877,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76866,https://www.hmpmall.co.kr/upload/event/4877/4877_REAL_752.png,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 대성메디 대표_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 대성메디 대표_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 대성메디 대표_76866_3.png
HMP,[더나은] 에스에스메디 2026.06,4876,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76949,https://www.hmpmall.co.kr/upload/event/4876/4876_REAL_146.png,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 에스에스메디 2026.06_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 에스에스메디 2026.06_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 에스에스메디 2026.06_76949_3.png
HMP,[더나은] 뉴케어 2026.06 (연하퍼펙트),4875,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76827,https://www.hmpmall.co.kr/upload/event/4875/4875_REAL_768.jpg,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 뉴케어 2026.06 (연하퍼펙트)_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 뉴케어 2026.06 (연하퍼펙트)_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 뉴케어 2026.06 (연하퍼펙트)_76827_3.jpg
HMP,[더나은] 아임케어 2026.06 (카카오),4874,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76952,https://www.hmpmall.co.kr/upload/event/4874/4874_REAL_158.jpg,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 아임케어 2026.06 (카카오)_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 아임케어 2026.06 (카카오)_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 아임케어 2026.06 (카카오)_76952_3.jpg
HMP,[더나은] 아임케어 2026.06,4873,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76970,https://www.hmpmall.co.kr/upload/event/4873/4873_REAL_18.jpg,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 아임케어 2026.06_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 아임케어 2026.06_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 아임케어 2026.06_76970_3.jpg
HMP,[더나은] 원글로벌넷 2026.06,4872,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76968,https://www.hmpmall.co.kr/upload/event/4872/4872_REAL_969.jpg,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 원글로벌넷 2026.06_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 원글로벌넷 2026.06_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[더나은] 원글로벌넷 2026.06_76968_3.jpg
HMP,[의약외품]26년 6월 월간이벤트 전체,4871,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76950,https://www.hmpmall.co.kr/upload/event/4871/4871_REAL_901.png,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 전체_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 전체_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 전체_76950_3.png
HMP,[의약외품]26년 6월 월간이벤트 헬스인팜,4870,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76877,https://www.hmpmall.co.kr/upload/event/4870/4870_REAL_372.png,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 헬스인팜_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 헬스인팜_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 헬스인팜_76877_3.png
HMP,[의약외품]26년 6월 월간이벤트 이팜 전체,4869,,https://www.hmpmall.co.kr/promotion/promotionList.do?prmtId=76869,https://www.hmpmall.co.kr/upload/event/4869/4869_REAL_16.jpg,,,D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 이팜 전체_4180_1.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 이팜 전체_4030_2.png|D:\Users\Desktop\pico\quasi_drug\data\hmp\events\[의약외품]26년 6월 월간이벤트 이팜 전체_76869_3.jpg
