카테고리1,카테고리2,업체명,store_id,상품카테고리,상품소분류,상품명,규격,단위수량,단위,할인율,가격,할인전가격,포인트백,품절여부,수집일
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,안전컵병 ( PE/PP ),200cc PP,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,안전컵병 ( PE/PP ),150cc PP,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,안전컵병 ( PE/PP ),120cc PP,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,안전컵병 ( PE/PP ),100cc PP,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,안전컵병 ( PE/PP ),60cc PP,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),200cc,100,개,,27500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),150cc,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),120cc,100,개,,14300,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),100cc,100,개,,12650,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),60cc,100,개,,8580,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),50cc,100,개,,8250,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),30cc,100,개,,7150,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,차광시럽병 (PP),20cc,100,개,,6600,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,스티커 부착 (PP) 시럽병,200cc,100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,스티커 부착 (PP) 시럽병,60cc,500,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,스티커 부착 (PP) 시럽병,30cc,500,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,스티커 부착 (PP) 시럽병,20cc,1000,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,200cc,100,개,,24200,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,150cc,100,개,,19800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,120cc,100,개,,17050,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,100cc,100,개,,11110,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,60cc,500,개,,40700,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,60cc,100,개,,8250,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,50cc(45cc),500,개,,39600,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,50cc(45cc),100,개,,8030,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,30cc,500,개,,29700,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,30cc,100,개,,6050,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,20cc,1000,개,,57200,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,20cc,100,개,,5830,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PP 단마개 시럽병,12cc,100,개,,5610,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,500cc,50,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,300cc,100,개,,30800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,200cc,100,개,,24640,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,150cc,100,개,,20130,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,100cc,100,개,,11110,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,60cc,500,개,,40700,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,60cc,100,개,,8250,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,50cc(45cc),500,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,30cc,500,개,,29700,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,30cc,100,개,,6050,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,20cc,1000,개,,57200,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,20cc,100,개,,5830,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,12cc,1000,개,,55000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 단마개 시럽병,12cc,100,개,,5610,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(주황),1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(주황),100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(녹청),1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(녹청),100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,펭귄(하늘),1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,펭귄(하늘),100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,오리(노랑),1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,오리(노랑),100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(연두),1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(연두),100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(분홍),1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,20cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(분홍),100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(주황),1000,개,,60500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(주황),100,개,,6160,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(녹청),1000,개,,60500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,부엉이(녹청),100,개,,6160,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,펭귄(하늘),1000,개,,60500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,펭귄(하늘),100,개,,6160,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,오리(노랑),1000,개,,60500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,오리(노랑),100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(연두),1000,개,,60500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(연두),100,개,,6160,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(분홍),1000,개,,60500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,12cc 캐릭터 긴마개 말랑이(pe) 시럽병,곰돌이(분홍),100,개,,6160,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 긴마개 시럽병,30cc,1000,개,,63800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 긴마개 시럽병,30cc,100,개,,6490,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 긴마개 시럽병,20cc,1000,개,,57200,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 긴마개 시럽병,20cc,100,개,,5830,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 긴마개 시럽병,12cc-마개잠금,1000,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,투약기/약컵/투약병/스티커,투약기/약컵/투약병/스티커,PE(말랑이) 긴마개 시럽병,12cc,100,개,,5610,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투(상호인쇄) 2박스 [옵션선택 : 업체에서 연락 예정],10000매,1,EA,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투(상호인쇄) 2박스 [옵션선택 : 업체에서 연락 예정],5000매,1,EA,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투(상호인쇄) 1박스[옵션선택 : 업체에서 연락 예정],10000매,1,EA,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투(상호인쇄) 1박스 [옵션선택 : 업체에서 연락 예정],5000매,1,EA,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투(상호인쇄) 1박스 [옵션선택 : 업체에서 연락 예정],3000매,1,EA,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 소량인쇄(5,000매) [옵션선택 : 업체에서 연락 예정]",23x34cm,5000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 소량인쇄(5,000매) [옵션선택 : 업체에서 연락 예정]",20x29cm,5000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 소량인쇄(5,000매) [옵션선택 : 업체에서 연락 예정]",17x23cm,5000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 소량인쇄(5,000매) [옵션선택 : 업체에서 연락 예정]",15x20cm,5000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 소량인쇄(5,000매) [옵션선택 : 업체에서 연락 예정]",13x18cm,5000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",23x34cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",20x29cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",17x23cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",15x20cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",13x18cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",10x15cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,"지퍼봉투(흰색) 상호인쇄 - 10,000매 [옵션선택 : 업체에서 연락 예정]",9x13cm,10000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,쇼핑백,크라프트 쇼핑백 (중/갈색),100,개,,44000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,쇼핑백,코팅 쇼핑백 (대),100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,쇼핑백,코팅 쇼핑백 (중),100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,쇼핑백,종이 쇼핑백 (대),100,개,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,쇼핑백,종이 쇼핑백 (중),100,개,,40700,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 복용법 [먹는약] 기성품,15x20cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 복용법 [먹는약] 기성품,13x18cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 복용법 [먹는약] 기성품,9x13cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,치퍼봉투 차광 기성품,25x35cm,100,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,치퍼봉투 차광 기성품,15x20cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,치퍼봉투 차광 기성품,10x15cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,치퍼봉투 차광 기성품,8x12.5cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,25x35cm,500,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,20x29cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,17x23cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,15x20cm,1000,매,7%,33000,35500,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,13x18cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,10x15cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 무지 기성품,9x13cm,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,생분해성 비닐봉투,2박스용 검정,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,생분해성 비닐봉투,2박스용 흰색,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,생분해성 비닐봉투,1박스용 영비전/검정,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투 무지,2박스용 검정,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투 무지,2박스용 흰색,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투 무지,1박스용 검정,1000,매,,49500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,비닐봉투 무지,1박스용 흰색,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,약포지롤 [옵션선택 : 업체에서 연락 예정],유산지 - 무지,8,롤,,145200,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,지퍼봉투 복용법 [먹는약] 기성품,20x29cm (간단),500,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,포장지/봉투,포장지/봉투,생분해성 비닐봉투,1박스용 영비전/흰색,1000,매,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,카렌다(달력) 상호인쇄[옵션선택 : 업체에서 연락 예정],(제주지역) 국2절 100 부,,,,179000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,카렌다(달력) 상호인쇄[옵션선택 : 업체에서 연락 예정],(제주지역) 2절 100 부,,,,175000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,카렌다(달력) 상호인쇄[옵션선택 : 업체에서 연락 예정],3단 100 부,,,,495000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,카렌다(달력) 상호인쇄[옵션선택 : 업체에서 연락 예정],국2절 100 부,,,10%,175000,195000,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,카렌다(달력) 상호인쇄[옵션선택 : 업체에서 연락 예정],2절 100 부,,,8%,179000,195000,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,약케이스 상호인쇄 [옵션선택 : 업체에서 연락 예정],7칸 약케이스(개별포장O),500,개,,247500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,약케이스 상호인쇄 [옵션선택 : 업체에서 연락 예정],6칸 약케이스(개별포장O),500,개,,192500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,약케이스 상호인쇄 [옵션선택 : 업체에서 연락 예정],6칸 약케이스(개별포장X),500,개,,165000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,배너 (실내용/실외용) [옵션선택 : 업체에서 연락 예정],실외용 배너(물통/양면),1,EA,,88000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,배너 (실내용/실외용) [옵션선택 : 업체에서 연락 예정],실외용 배너(물통/단면),1,EA,,66000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,광고판 [옵션선택 : 업체에서 연락 예정],51.5X99CM,1,EA,,77000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,명함 [옵션선택 : 업체에서 연락 예정],명함(수입지),200,매,,22000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,명함 [옵션선택 : 업체에서 연락 예정],명함(일반지/코팅),500,매,,16500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,명찰 [옵션선택 : 업체에서 연락 예정],스텐(금속/자석형) 명찰,1,EA,,38500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,명찰 [옵션선택 : 업체에서 연락 예정],아크릴 명찰(옷핀+집게형),1,EA,,6600,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,알림판 [옵션선택 : 업체에서 연락 예정],파랑,1,EA,,55000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,홍보용품,홍보용품,알림판 [옵션선택 : 업체에서 연락 예정],노랑,1,EA,,0,0,,True,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,싸이클론 강력집진기 대형+호스세트,W300 x D200 x H490,,,,583000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,싸이클론 강력집진기 대형,W300 x D200 x H490,,,,440000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,분포지용 스템프 - 주문제작 [옵션선택 : 업체에서 연락 예정],청색,1,EA,,27500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,분포지용 스템프 - 주문제작 [옵션선택 : 업체에서 연락 예정],적색,1,EA,,27500,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프용 잉크,적색,1,EA,,3300,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프용 잉크,청색,1,EA,,3300,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 연말정산용(원형) [옵션선택 : 업체에서 연락 예정],스템프,1,EA,,14300,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 처방전인(사각) [옵션선택 : 업체에서 연락 예정],스템프 고무,1,EA,,11000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 처방전인(사각),스템프 패드,1,EA,,8800,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 처방전인(사각)[옵션선택 : 업체에서 연락 예정],스템프,1,EA,23%,29700,38500,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 처방전인(원형) [옵션선택 : 업체에서 연락 예정],스템프,1,EA,23%,29700,38500,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 처방전인(원형) [옵션선택 : 업체에서 연락 예정],스템프 고무,1,EA,,11000,0,,False,2026-05-19
약국용품,,메디칼현대,medicalhd,기타약국용품,기타약국용품,자동스템프 - 처방전인(원형),스템프 패드(DT-40),1,EA,,6600,0,,False,2026-05-19
