mall_name,event_title,duration,benefit_summary,detail_url,thumbnail_url,target
Baropharm,바로라이주문_도배_배너,,,https://www.baropharm.com/events/16901,https://i.baropharm.com/uploads/banners/202606/1780646397265.gif,
Baropharm,[닥터리쥬올] PDRN 선세럼 런칭 기념☀️더블 혜택 프로모션! 이미지,"2026-06-05
                    ~
                    2026-06-18",입점업체 이벤트,https://www.baropharm.com/events/16934,https://i.baropharm.com/uploads/event/202606/1780624291376.png?&w=752&q=95,
Baropharm,🎉바로팜🤖BAROi 주문 이미지,"2026-06-05
                    ~
                    2030-12-31",바로팜 이벤트,https://www.baropharm.com/events/16901,https://i.baropharm.com/uploads/event/202606/1780537220250.png?&w=752&q=95,
Baropharm,🎉 로얄블루 최대 2.7% 혜택 이미지,"2026-06-02
                    ~
                    2026-06-30",카드 프로모션,https://www.baropharm.com/events/16868,https://i.baropharm.com/uploads/event/202606/1780365880489.png?&w=752&q=95,
Baropharm,🎉 카카오X우리카드 프로모션 이미지,"2026-06-02
                    ~
                    2026-06-30",카드 프로모션,https://www.baropharm.com/events/16867,https://i.baropharm.com/uploads/event/202606/1780365596465.png?&w=752&q=95,
Baropharm,🎉바로팜📸6월도 찰칵! 필렌즈 챌린지 이미지,"2026-06-01
                    ~
                    2026-06-30",바로팜 이벤트,https://www.baropharm.com/events/16834,https://i.baropharm.com/uploads/event/202605/1780242908400.png?&w=752&q=95,
Baropharm,[이팜] 여름맞이 하루온 런칭이벤트🎇 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16830,https://i.baropharm.com/uploads/event/202605/1780225111786.png?&w=752&q=95,
Baropharm,[이팜] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16829,https://i.baropharm.com/uploads/event/202605/1780222919135.png?&w=752&q=95,
Baropharm,[에스에스메디] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16828,https://i.baropharm.com/uploads/event/202605/1780222720267.png?&w=752&q=95,
Baropharm,[유케이인터팜] 6월 어린이날 선물특집🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16827,https://i.baropharm.com/uploads/event/202606/1780294974604.png?&w=752&q=95,
Baropharm,[메디팩토리] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16826,https://i.baropharm.com/uploads/event/202605/1780222412829.png?&w=752&q=95,
Baropharm,[건강두배로] 여름맞이 행복두배로 이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16825,https://i.baropharm.com/uploads/event/202605/1780222268302.png?&w=752&q=95,
Baropharm,[소연] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16824,https://i.baropharm.com/uploads/event/202605/1780222196939.png?&w=752&q=95,
Baropharm,[헬스인팜] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16823,https://i.baropharm.com/uploads/event/202605/1780222114434.png?&w=752&q=95,
Baropharm,[제이웰팜] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16822,https://i.baropharm.com/uploads/event/202605/1780222046602.png?&w=752&q=95,
Baropharm,[대성메디케어] 여름맞이 6월 추가 증정 이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16821,https://i.baropharm.com/uploads/event/202605/1780221969486.png?&w=752&q=95,
Baropharm,[피지엘] 여름맞이 6월 증정 이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16820,https://i.baropharm.com/uploads/event/202605/1780221872665.png?&w=752&q=95,
Baropharm,[이너웍스] 여름맞이 6월 월간이벤트🌞 이미지,"2026-06-01
                    ~
                    2026-06-30",입점업체 이벤트,https://www.baropharm.com/events/16819,https://i.baropharm.com/uploads/event/202605/1780221758265.png?&w=752&q=95,
Baropharm,🎉팜올캐시&마일리지🪙출시 기념 이벤트 이미지,"2026-05-29
                    ~
                    2026-06-30",팜올플러스 이벤트,https://www.baropharm.com/events/16786,https://i.baropharm.com/uploads/event/202605/1780023995211.png?&w=752&q=95,
Baropharm,"🎉 우리카드 최대혜택받기, 로얄블루M 카드 이미지","2026-04-01
                    ~
                    2026-12-31",카드 프로모션,https://www.baropharm.com/events/16785,https://i.baropharm.com/uploads/event/202605/1780022190485.png?&w=752&q=95,
Baropharm,"🎖️현대약품🦟버물리, 전설이 되다🧑‍🍳 바로라이브🎞️ 이미지","2026-05-27
                    ~
                    2026-06-11",브랜드관 이벤트,https://www.baropharm.com/events/16752,https://i.baropharm.com/uploads/event/202606/1780648726060.png?&w=752&q=95,
Baropharm,🎉 [가정의달 기념] 바로팜 가정식대첩 이미지,"2026-05-26
                    ~
                    2026-06-14",바로팜 이벤트,https://www.baropharm.com/events/16719,https://i.baropharm.com/uploads/event/202605/1779781368440.png?&w=752&q=95,
Baropharm,보고신약 여름맞이 3만이상 주문 시 6%포인트백 이미지,"2026-05-18
                    ~
                    2026-07-01",입점업체 이벤트,https://www.baropharm.com/events/16619,https://i.baropharm.com/uploads/event/202605/1779074955528.jpg?&w=752&q=95,
Baropharm,여름나기 패트치 특별 기획전 이미지,"2026-05-18
                    ~
                    2026-07-01",바로팜 이벤트,https://www.baropharm.com/events/16585,https://i.baropharm.com/uploads/event/202605/1778832638206.jpg?&w=752&q=95,
Baropharm,유케이인터팜 여름나기 기획전 이미지,"2026-05-18
                    ~
                    2026-07-01",입점업체 이벤트,https://www.baropharm.com/events/16551,https://i.baropharm.com/uploads/event/202605/1778744343038.png?&w=752&q=95,
Baropharm,바스틀리 여름맞이 3만이상 주문 시 6%포인트백 이미지,"2026-05-18
                    ~
                    2026-07-01",입점업체 이벤트,https://www.baropharm.com/events/16550,https://i.baropharm.com/uploads/event/202605/1778737606499.jpg?&w=752&q=95,
Baropharm,헤밀래라이프랩 여름맞이 3만이상 주문 시 6%포인트백 이미지,"2026-05-18
                    ~
                    2026-07-01",입점업체 이벤트,https://www.baropharm.com/events/16484,https://i.baropharm.com/uploads/event/202605/1778478513941.jpg?&w=752&q=95,
Baropharm,[소울드림] 여름 흉터 관리 3만이상 구매 시 6%포인트백 이미지,"2026-05-18
                    ~
                    2026-07-01",입점업체 이벤트,https://www.baropharm.com/events/16483,https://i.baropharm.com/uploads/event/202605/1778478356071.png?&w=752&q=95,
